STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Country,INDICATOR,Indicator_1,SUBJECT,Subject_1,MEASURE,Measure_1,FREQUENCY,Frequency_1,TIME_PERIOD,Time,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period,"1st midterm, fall 2019 (1)_CNTR_ID","1st midterm, fall 2019 (1)_CNTR_NAME","1st midterm, fall 2019 (1)_NAME_FREN","1st midterm, fall 2019 (1)_ISO3_CODE","1st midterm, fall 2019 (1)_SVRG_UN","1st midterm, fall 2019 (1)_CAPT","1st midterm, fall 2019 (1)_EU_STAT","1st midterm, fall 2019 (1)_EFTA_STAT","1st midterm, fall 2019 (1)_CC_STAT","1st midterm, fall 2019 (1)_NAME_GERM"
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVN,Slovenia,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2003",,12.3,,A,,,,,,,,SI,Slovinsko,Slovénie,SVN,UN Member State,Ljubljana,T,F,F,Slowenien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LTU,Lithuania,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2003",,18.586,,A,,,,,,,,LT,Lietuva,Lituanie,LTU,UN Member State,Vilnius,T,F,F,Litauen
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HRV,Croatia,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2003",,10.505,,A,,,,,,,,HR,Hrvatska,Croatie,HRV,UN Member State,Zagreb,T,F,F,Kroatien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EST,Estonia,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2003",,2.027,,A,,,,,,,,EE,Eesti,Estonie,EST,UN Member State,Tallinn,T,F,F,Estland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BGR,Bulgaria,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2003",,16.852,,A,,,,,,,,BG,България,Bulgarie,BGR,UN Member State,Sofia,T,F,F,Bulgarien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BGR,Bulgaria,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2003",,0.047,,A,,,,,,,,BG,България,Bulgarie,BGR,UN Member State,Sofia,T,F,F,Bulgarien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2003",,27.197,,A,,,,,,,,ES,España,Espagne,ESP,UN Member State,Madrid,T,F,F,Spanien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LUX,Luxembourg,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2003",,46.797,,A,,,,,,,,LU,Luxemburg-Luxembourg-Lëtzebuerg,Luxembourg,LUX,UN Member State,Luxembourg,T,F,F,Luxemburg
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2003",,16.605,,A,,,,,,,,IT,Italia,Italie,ITA,UN Member State,Rome,T,F,F,Italien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Ireland,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2003",,10.363,,A,,,,,,,,IE,Ireland-Éire,Irlande,IRL,UN Member State,Dublin,T,F,F,Irland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2003",,4.059,,A,,,,,,,,EL,Ελλάδα,Grèce,GRC,UN Member State,Athens,T,F,F,Griechenland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Denmark,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2003",,16.134,,A,,,,,,,,DK,Danmark,Danemark,DNK,UN Member State,Copenhagen,T,F,F,Dänemark
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2003",,10.251,,A,,,,,,,,FI,Suomi-Finland,Finlande,FIN,UN Member State,Helsinki,T,F,F,Finnland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CZE,Czechia,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2003",,16.448,,A,,,,,,,,,,,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Latvia,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2003",,2.387,,A,,,,,,,,LV,Latvija,Lettonie,LVA,UN Member State,Riga,T,F,F,Lettland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Latvia,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2003",,17.25,,A,,,,,,,,LV,Latvija,Lettonie,LVA,UN Member State,Riga,T,F,F,Lettland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EST,Estonia,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2003",,4.398,,A,,,,,,,,EE,Eesti,Estonie,EST,UN Member State,Tallinn,T,F,F,Estland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVK,Slovak Republic,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2003",,25.81,,A,,,,,,,,,,,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2003",,18.172,,A,,,,,,,,PT,Portugal,Portugal,PRT,UN Member State,Lisbon,T,F,F,Portugal
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Ireland,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2003",,0.654,,A,,,,,,,,IE,Ireland-Éire,Irlande,IRL,UN Member State,Dublin,T,F,F,Irland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2003",,20.751,,A,,,,,,,,EL,Ελλάδα,Grèce,GRC,UN Member State,Athens,T,F,F,Griechenland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Latvia,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2001",,0.979,,A,,,,,,,,LV,Latvija,Lettonie,LVA,UN Member State,Riga,T,F,F,Lettland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Latvia,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2001",,16.182,,A,,,,,,,,LV,Latvija,Lettonie,LVA,UN Member State,Riga,T,F,F,Lettland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EST,Estonia,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2001",,4.075,,A,,,,,,,,EE,Eesti,Estonie,EST,UN Member State,Tallinn,T,F,F,Estland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVK,Slovak Republic,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2001",,19.362,,A,,,,,,,,,,,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2001",,16.83,,A,,,,,,,,PT,Portugal,Portugal,PRT,UN Member State,Lisbon,T,F,F,Portugal
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NLD,Netherlands,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2001",,12.211,,A,,,,,,,,NL,Nederland,Pays-Bas,NLD,UN Member State,Amsterdam,T,F,F,Niederlande
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Ireland,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2001",,0.653,,A,,,,,,,,IE,Ireland-Éire,Irlande,IRL,UN Member State,Dublin,T,F,F,Irland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2001",,16.901,,A,,,,,,,,EL,Ελλάδα,Grèce,GRC,UN Member State,Athens,T,F,F,Griechenland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2001",,15.3,,A,,,,,,,,FI,Suomi-Finland,Finlande,FIN,UN Member State,Helsinki,T,F,F,Finnland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BEL,Belgium,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2001",,1.598,,A,,,,,,,,BE,Belgien-Belgique-België,Belgique,BEL,UN Member State,Brussels,T,F,F,Belgien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ROU,Romania,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2001",,4.192,,A,,,,,,,,RO,România,Roumanie,ROU,UN Member State,Bucharest,T,F,F,Rumänien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVN,Slovenia,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2001",,4.573,,A,,,,,,,,SI,Slovinsko,Slovénie,SVN,UN Member State,Ljubljana,T,F,F,Slowenien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MLT,Malta,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2001",,3.073,,A,,,,,,,,MT,Malta-Malta,Malte,MLT,UN Member State,Valletta,T,F,F,Malta
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CYP,Cyprus,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2001",,8.533,,A,,,,,,,,CY,Κύπρος-Kıbrıs,Chypre,CYP,UN Member State,Nicosia,T,F,F,Zypern
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CYP,Cyprus,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2001",,7.835,,A,,,,,,,,CY,Κύπρος-Kıbrıs,Chypre,CYP,UN Member State,Nicosia,T,F,F,Zypern
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2001",,4.581,,A,,,,,,,,SE,Sverige,Suède,SWE,UN Member State,Stockholm,T,F,F,Schweden
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2001",,2.299,,A,,,,,,,,PT,Portugal,Portugal,PRT,UN Member State,Lisbon,T,F,F,Portugal
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,POL,Poland,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2001",,1.18,,A,,,,,,,,PL,Polska,Pologne,POL,UN Member State,Warsaw,T,F,F,Polen
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NLD,Netherlands,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2001",,18.477,,A,,,,,,,,NL,Nederland,Pays-Bas,NLD,UN Member State,Amsterdam,T,F,F,Niederlande
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2022",,47.689,,A,,,,,,,,DE,Deutschland,Allemagne,DEU,UN Member State,Berlin,T,F,F,Deutschland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2022",,34.222,,A,,,,,,,,FR,France,France,FRA,UN Member State,Paris,T,F,F,Frankreich
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BEL,Belgium,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2022",,37.651,,A,,,,,,,,BE,Belgien-Belgique-België,Belgique,BEL,UN Member State,Brussels,T,F,F,Belgien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUT,Austria,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2022",,44.832,,A,,,,,,,,AT,Österreich,Autriche,AUT,UN Member State,Vienna,T,F,F,Österreich
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVN,Slovenia,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2022",,9.738,,A,,,,,,,,SI,Slovinsko,Slovénie,SVN,UN Member State,Ljubljana,T,F,F,Slowenien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ROU,Romania,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2022",,20.967,,A,,,,,,,,RO,România,Roumanie,ROU,UN Member State,Bucharest,T,F,F,Rumänien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Latvia,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2022",,30.508,,A,,,,,,,,LV,Latvija,Lettonie,LVA,UN Member State,Riga,T,F,F,Lettland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MLT,Malta,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2022",,15.659,,A,,,,,,,,MT,Malta-Malta,Malte,MLT,UN Member State,Valletta,T,F,F,Malta
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CYP,Cyprus,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2022",,8.595,,A,,,,,,,,CY,Κύπρος-Kıbrıs,Chypre,CYP,UN Member State,Nicosia,T,F,F,Zypern
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,POL,Poland,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2022",,25.77,,A,,,,,,,,PL,Polska,Pologne,POL,UN Member State,Warsaw,T,F,F,Polen
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NLD,Netherlands,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2022",,44.873,,A,,,,,,,,NL,Nederland,Pays-Bas,NLD,UN Member State,Amsterdam,T,F,F,Niederlande
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2022",,4.981,,A,,,,,,,,PT,Portugal,Portugal,PRT,UN Member State,Lisbon,T,F,F,Portugal
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Ireland,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2022",,14.475,,A,,,,,,,,IE,Ireland-Éire,Irlande,IRL,UN Member State,Dublin,T,F,F,Irland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2022",,83.589,,A,,,,,,,,DE,Deutschland,Allemagne,DEU,UN Member State,Berlin,T,F,F,Deutschland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2022",,44.885,,A,,,,,,,,FR,France,France,FRA,UN Member State,Paris,T,F,F,Frankreich
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2022",,14.015,,A,,,,,,,,FI,Suomi-Finland,Finlande,FIN,UN Member State,Helsinki,T,F,F,Finnland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CZE,Czechia,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2022",,31.954,,A,,,,,,,,,,,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2002",,15.325,,A,,,,,,,,FI,Suomi-Finland,Finlande,FIN,UN Member State,Helsinki,T,F,F,Finnland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVN,Slovenia,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2002",,10.063,,A,,,,,,,,SI,Slovinsko,Slovénie,SVN,UN Member State,Ljubljana,T,F,F,Slowenien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LTU,Lithuania,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2002",,17.478,,A,,,,,,,,LT,Lietuva,Lituanie,LTU,UN Member State,Vilnius,T,F,F,Litauen
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LTU,Lithuania,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2002",,18.586,,A,,,,,,,,LT,Lietuva,Lituanie,LTU,UN Member State,Vilnius,T,F,F,Litauen
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EST,Estonia,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2002",,2.027,,A,,,,,,,,EE,Eesti,Estonie,EST,UN Member State,Tallinn,T,F,F,Estland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HRV,Croatia,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2002",,10.432,,A,,,,,,,,HR,Hrvatska,Croatie,HRV,UN Member State,Zagreb,T,F,F,Kroatien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BGR,Bulgaria,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2002",,0.047,,A,,,,,,,,BG,България,Bulgarie,BGR,UN Member State,Sofia,T,F,F,Bulgarien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BGR,Bulgaria,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2002",,16.825,,A,,,,,,,,BG,България,Bulgarie,BGR,UN Member State,Sofia,T,F,F,Bulgarien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2002",,25.925,,A,,,,,,,,ES,España,Espagne,ESP,UN Member State,Madrid,T,F,F,Spanien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LUX,Luxembourg,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2002",,40.252,,A,,,,,,,,LU,Luxemburg-Luxembourg-Lëtzebuerg,Luxembourg,LUX,UN Member State,Luxembourg,T,F,F,Luxemburg
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2002",,15.327,,A,,,,,,,,IT,Italia,Italie,ITA,UN Member State,Rome,T,F,F,Italien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2002",,4.059,,A,,,,,,,,EL,Ελλάδα,Grèce,GRC,UN Member State,Athens,T,F,F,Griechenland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Ireland,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2002",,10.15,,A,,,,,,,,IE,Ireland-Éire,Irlande,IRL,UN Member State,Dublin,T,F,F,Irland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Denmark,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2002",,16.105,,A,,,,,,,,DK,Danmark,Danemark,DNK,UN Member State,Copenhagen,T,F,F,Dänemark
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NLD,Netherlands,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2002",,12.755,,A,,,,,,,,NL,Nederland,Pays-Bas,NLD,UN Member State,Amsterdam,T,F,F,Niederlande
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2002",,29.7,,A,,,,,,,,DE,Deutschland,Allemagne,DEU,UN Member State,Berlin,T,F,F,Deutschland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2002",,22.8,,A,,,,,,,,FR,France,France,FRA,UN Member State,Paris,T,F,F,Frankreich
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BEL,Belgium,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2002",,4.275,,A,,,,,,,,BE,Belgien-Belgique-België,Belgique,BEL,UN Member State,Brussels,T,F,F,Belgien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2000",,27.126,,A,,,,,,,,DE,Deutschland,Allemagne,DEU,UN Member State,Berlin,T,F,F,Deutschland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2000",,22.783,,A,,,,,,,,FR,France,France,FRA,UN Member State,Paris,T,F,F,Frankreich
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BEL,Belgium,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2000",,4.112,,A,,,,,,,,BE,Belgien-Belgique-België,Belgique,BEL,UN Member State,Brussels,T,F,F,Belgien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Latvia,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2000",,0.978,,A,,,,,,,,LV,Latvija,Lettonie,LVA,UN Member State,Riga,T,F,F,Lettland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Latvia,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2000",,16.143,,A,,,,,,,,LV,Latvija,Lettonie,LVA,UN Member State,Riga,T,F,F,Lettland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EST,Estonia,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2000",,4.047,,A,,,,,,,,EE,Eesti,Estonie,EST,UN Member State,Tallinn,T,F,F,Estland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVK,Slovak Republic,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2000",,16.658,,A,,,,,,,,,,,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2000",,16.828,,A,,,,,,,,PT,Portugal,Portugal,PRT,UN Member State,Lisbon,T,F,F,Portugal
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NLD,Netherlands,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2000",,12.211,,A,,,,,,,,NL,Nederland,Pays-Bas,NLD,UN Member State,Amsterdam,T,F,F,Niederlande
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Ireland,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2000",,0.653,,A,,,,,,,,IE,Ireland-Éire,Irlande,IRL,UN Member State,Dublin,T,F,F,Irland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2000",,13.981,,A,,,,,,,,EL,Ελλάδα,Grèce,GRC,UN Member State,Athens,T,F,F,Griechenland
